id,link,type,cdmid,title,format,rights,description,publisher,date,source,keywords,coverage,aprox,latitude,longitude,relation
Gale_Woods2_05,https://digital.lib.uidaho.edu:80/cdm/ref/collection/phs/id/166,Image;StillImage,166,Logging Camp Workers,image/jpeg,https://creativecommons.org/publicdomain/mark/1.0/,Joy Leatherwood and Evelyn Olson working at a logging camp. The women can be seen placing dishes on tables.,"University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/",1915,"Lee Gale Scapbooks: Woods 2, Potlatch Historical Society",women; lumber camps,United States--Idaho--Latah County,yes,,,
Gale_Woods2_07,https://digital.lib.uidaho.edu:80/cdm/ref/collection/phs/id/167,Image;StillImage,167,Fire Prevention,image/jpeg,https://creativecommons.org/publicdomain/mark/1.0/,"A man working at a lumber camp doing fire prevention during the dry summers. The man can be seen carrying a pick and shovel and walking behind a logging train, which is carrying stacks of logs.","University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/",1915,"Lee Gale Scapbooks: Woods 2, Potlatch Historical Society",fire prevention; logging,United States--Idaho--Latah County,yes,,,
Gale_DeepCreek1-30a,https://digital.lib.uidaho.edu:80/cdm/ref/collection/phs/id/168,Image;StillImage,168,Burden School,image/jpeg,https://rightsstatements.org/vocab/InC-EDU/1.0/,"Ralph Farnam, Perry Farnam, Albert Clausen, Don Messinger, and Ellis Farnam sitting in a field near the Burden School.  Each child is holding a Jack-O-Lantern in front of them. Photograph taken in 1927.","University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/",1927,"Lee Gale Scapbooks: Deep Creek 1, Potlatch Historical Society",,United States--Idaho--Latah County--Deep Creek,yes,,,
Gale_Woods2_06,https://digital.lib.uidaho.edu:80/cdm/ref/collection/phs/id/169,Image;StillImage,169,Winter Hauling,image/jpeg,https://creativecommons.org/publicdomain/mark/1.0/,Two horses hauling a stack of logs during the winter. Claire Nogle can be seen standing in front holding the horse's reins. Two other men can be seen sitting on top and standing next to the logs.,"University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/",1915,"Lee Gale Scapbooks: Woods 2, Potlatch Historical Society",horses; logs; logging,United States--Idaho--Latah County--Bovill,yes,46.86068,-116.39441,
Gale_Woods2_08,https://digital.lib.uidaho.edu:80/cdm/ref/collection/phs/id/170,Image;StillImage,170,Blister Rust Crew,image/jpeg,https://creativecommons.org/publicdomain/mark/1.0/,"Five men, who are part of the Blister Rust crew, pulling 'ribes lacustra'. This tree disease can wipe out White Pine trees.","University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/",1915,"Lee Gale Scapbooks: Woods 2, Potlatch Historical Society",white pine; men,United States--Idaho--Latah County,yes,,,
Gale_Woods2_09,https://digital.lib.uidaho.edu:80/cdm/ref/collection/phs/id/171,Image;StillImage,171,Logging Superintendent,image/jpeg,https://creativecommons.org/publicdomain/mark/1.0/,"Claire G. Nogle, the Potlatch logging superintendent, leaning on a new Packard sedan. He can be seen writing in a notebook while smoking a cigarette.","University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/",1921,"Lee Gale Scapbooks: Woods 2, Potlatch Historical Society",superintendents; automobiles,United States--Idaho--Latah County--Bovill,yes,46.86068,-116.39441,
Gale_Woods2_10,https://digital.lib.uidaho.edu:80/cdm/ref/collection/phs/id/172,Image;StillImage,172,Camp 4,image/jpeg,https://creativecommons.org/publicdomain/mark/1.0/,"Interior view of the cook house and mess hall and Camp 4, which is located south of Bovill. Four men wearing aprons are standing next to tables stacked withy dishes.","University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/",1920,"Lee Gale Scapbooks: Woods 2, Potlatch Historical Society",cooks; lumber camps; mess halls,United States--Idaho--Latah County--Bovill,yes,46.86068,-116.39441,
Gale_Woods2_11a,https://digital.lib.uidaho.edu:80/cdm/ref/collection/phs/id/173,Image;StillImage,173,Camp 1,image/jpeg,https://rightsstatements.org/vocab/InC-EDU/1.0/,"View of camp one on Hatter Creek, which is located south of Princeton. This camp had been moved several times. Tree stumps and buildings can be seen all around the camp.","University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/",1927,"Lee Gale Scapbooks: Woods 2, Potlatch Historical Society",lumber camps,United States--Idaho--Latah County,yes,46.895945,-116.830219,
Gale_Woods2_11b,https://digital.lib.uidaho.edu:80/cdm/ref/collection/phs/id/174,Image;StillImage,174,Camp 1,image/jpeg,https://rightsstatements.org/vocab/InC-EDU/1.0/,"View of Camp one on Hatter Creek, which is located south of Princeton. Many buildings with 'PLC' on the side can be seen around the camp.","University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/",1927,"Lee Gale Scapbooks: Woods 2, Potlatch Historical Society",lumber camps; buildings,United States--Idaho--Latah County,yes,46.895945,-116.830219,
Gale_Woods2_12a,https://digital.lib.uidaho.edu:80/cdm/ref/collection/phs/id/175,Image;StillImage,175,Forest,image/jpeg,https://creativecommons.org/publicdomain/mark/1.0/,View of a forest with logs laying on the ground around the trees. A few ropes can be seen wrapped around some logs.,"University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/",1920,"Lee Gale Scapbooks: Woods 2, Potlatch Historical Society",forests; logs,United States--Idaho--Latah County,yes,,,
Gale_Woods2_12b,https://digital.lib.uidaho.edu:80/cdm/ref/collection/phs/id/176,Image;StillImage,176,Forest,image/jpeg,https://creativecommons.org/publicdomain/mark/1.0/,View of a forest with logs laying on the ground around the trees. A few ropes can be seen wrapped around some logs.,"University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/",1920,"Lee Gale Scapbooks: Woods 2, Potlatch Historical Society",forests; logs,United States--Idaho--Latah County,yes,,,
Gale_Woods2_14a,https://digital.lib.uidaho.edu:80/cdm/ref/collection/phs/id/177,Image;StillImage,177,Beales Butte Operations,image/jpeg,https://creativecommons.org/publicdomain/mark/1.0/,Logging occurring near Beales Butte. Men can be seen walking amongst the many logs that are scattered on the ground of the forest.,"University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/",1915,"Lee Gale Scapbooks: Woods 2, Potlatch Historical Society",forests; logs; logging,United States--Idaho--Latah County,yes,43.392055,-121.92002,
Gale_Woods2_14b,https://digital.lib.uidaho.edu:80/cdm/ref/collection/phs/id/178,Image;StillImage,178,Beales Butte Operations,image/jpeg,https://creativecommons.org/publicdomain/mark/1.0/,Logging occurring near Beales Butte. Logs can be seen laying on the ground of the small hill and a small piece of equipment can be seen at the bottom of the hill.,"University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/",1915,"Lee Gale Scapbooks: Woods 2, Potlatch Historical Society",machines; logging,United States--Idaho--Latah County,yes,43.392055,-121.92002,
Gale_DeepCreek1-30b,https://digital.lib.uidaho.edu:80/cdm/ref/collection/phs/id/179,Image;StillImage,179,Burden School,image/jpeg,https://rightsstatements.org/vocab/InC-EDU/1.0/,"Students standing beside the Burden School. Don Messinger, Albert Clausen, Ellis Farnam, Ralph Farnam, Juanita Wilcox, Perry Farnam, Marian Clausen, Messinger, Alberta Wilcox.","University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/",1927,"Lee Gale Scapbooks: Deep Creek 1, Potlatch Historical Society",,United States--Idaho--Latah County--Deep Creek,yes,,,
Gale_Woods2_13,https://digital.lib.uidaho.edu:80/cdm/ref/collection/phs/id/180,Image;StillImage,180,Donkey Engine,image/jpeg,https://creativecommons.org/publicdomain/mark/1.0/,A donkey engine operating a high line near Beales Butte. Logs can be seen scattered on the ground around the forest and a few men can be seen near the engine.,"University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/",1915,"Lee Gale Scapbooks: Woods 2, Potlatch Historical Society",machines; logging,United States--Idaho--Latah County,yes,43.392055,-121.92002,
Gale_Woods2_15a,https://digital.lib.uidaho.edu:80/cdm/ref/collection/phs/id/181,Image;StillImage,181,Logging,image/jpeg,https://creativecommons.org/publicdomain/mark/1.0/,A group of people can be seen walking amongst the logs that are scattered on the ground of the forest.,"University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/",1915,"Lee Gale Scapbooks: Woods 2, Potlatch Historical Society",forests; logs,United States--Idaho--Latah County,yes,,,
Gale_Woods2_16a,https://digital.lib.uidaho.edu:80/cdm/ref/collection/phs/id/182,Image;StillImage,182,Town,image/jpeg,https://creativecommons.org/publicdomain/mark/1.0/,View of a town during the winter. The town is surrounded by hills and forests.,"University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/",1915,"Lee Gale Scapbooks: Woods 2, Potlatch Historical Society",towns; forests,United States--Idaho--Latah County,yes,,,
Gale_Woods2_15b,https://digital.lib.uidaho.edu:80/cdm/ref/collection/phs/id/183,Image;StillImage,183,Forest,image/jpeg,https://creativecommons.org/publicdomain/mark/1.0/,View of a forest with logs laying on the ground around the trees. A few ropes can be seen wrapped around some logs.,"University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/",1915,"Lee Gale Scapbooks: Woods 2, Potlatch Historical Society",forests; logs,United States--Idaho--Latah County,yes,,,
Gale_Woods2_16b,https://digital.lib.uidaho.edu:80/cdm/ref/collection/phs/id/184,Image;StillImage,184,Logging Crew,image/jpeg,https://creativecommons.org/publicdomain/mark/1.0/,"T. P. Jones and crew standing at the lower landing. They can be seen standing on a log, while a bunch of other logs lay in front of them .","University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/",1915,"Lee Gale Scapbooks: Woods 2, Potlatch Historical Society",men; logs,United States--Idaho--Latah County,yes,,,
Gale_Woods2_17,https://digital.lib.uidaho.edu:80/cdm/ref/collection/phs/id/185,Image;StillImage,185,Loading Area,image/jpeg,https://creativecommons.org/publicdomain/mark/1.0/,View of a loading area on the tram road. Men can be seen standing on and around the logs.,"University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/",1915,"Lee Gale Scapbooks: Woods 2, Potlatch Historical Society",logging; logs,United States--Idaho--Latah County,yes,,,
Gale_Woods2_18,https://digital.lib.uidaho.edu:80/cdm/ref/collection/phs/id/186,Image;StillImage,186,Loading Area,image/jpeg,https://creativecommons.org/publicdomain/mark/1.0/,View of a loading area. Logs can be seen laying on the ground in the forest. A man and a horse can also be seen standing to the right of the stacks of logs.,"University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/",1915,"Lee Gale Scapbooks: Woods 2, Potlatch Historical Society",logging; logs,United States--Idaho--Latah County,yes,,,
Gale_Woods2_41c,https://digital.lib.uidaho.edu:80/cdm/ref/collection/phs/id/187,Image;StillImage,187,White Pine King,image/jpeg,https://creativecommons.org/publicdomain/mark/1.0/,"The largest known White Pine tree being transported on a railroad car after being cut down, along with the rest of the 'Kings'.","University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/",1911,"Lee Gale Scapbooks: Woods 2, Potlatch Historical Society",white pine; trees; logging,United States--Idaho--Latah County,yes,,,
Gale_Woods2_42,https://digital.lib.uidaho.edu:80/cdm/ref/collection/phs/id/188,Image;StillImage,188,White Pine King,image/jpeg,https://creativecommons.org/publicdomain/mark/1.0/,"The largest known White Pine tree on a railroad car. The tree was scaled at 29,800 feet. Four men are standing and sitting on and round the log.","University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/",1911,"Lee Gale Scapbooks: Woods 2, Potlatch Historical Society",white pine; trees; logging,United States--Idaho--Latah County--Potlatch,yes,46.919722,-116.892919,
Gale_Woods2_43a,https://digital.lib.uidaho.edu:80/cdm/ref/collection/phs/id/189,Image;StillImage,189,White Pine King,image/jpeg,https://creativecommons.org/publicdomain/mark/1.0/,"The largest known White Pine tree on a railroad car. The tree has a sign on it that says that it was scaled at 29,800 feet.","University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/",1911,"Lee Gale Scapbooks: Woods 2, Potlatch Historical Society",white pine; trees; logging,United States--Idaho--Latah County--Potlatch,yes,46.919722,-116.892919,
Gale_DeepCreek1-32a,https://digital.lib.uidaho.edu:80/cdm/ref/collection/phs/id/190,Image;StillImage,190,Deep Creek Group Photograph,image/jpeg,https://creativecommons.org/publicdomain/mark/1.0/,Many of the community members of Deep Creek pose together for a photograph.  Photograph taken in 1915.,"University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/",1915,"Lee Gale Scapbooks: Deep Creek 1, Potlatch Historical Society",,United States--Idaho--Latah County--Deep Creek,yes,,,
Gale_Woods2_43b,https://digital.lib.uidaho.edu:80/cdm/ref/collection/phs/id/191,Image;StillImage,191,White Pine King,image/jpeg,https://creativecommons.org/publicdomain/mark/1.0/,"The largest known White Pine tree on a railroad car. The tree has a sign on it that says that it was scaled at 29,800 feet.","University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/",1911,"Lee Gale Scapbooks: Woods 2, Potlatch Historical Society",white pine; trees; logging,United States--Idaho--Latah County--Potlatch,yes,46.919722,-116.892919,
Gale_Woods2_44,https://digital.lib.uidaho.edu:80/cdm/ref/collection/phs/id/192,Image;StillImage,192,Lumber Jacks,image/jpeg,https://creativecommons.org/publicdomain/mark/1.0/,Group photo of lumberjacks standing around the White Pine King at the time it fell. The tree was the largest known white pine at the time. The men can be seen standing on and around the fallen tree and the stump.,"University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/",1911-12-01,"Lee Gale Scapbooks: Woods 2, Potlatch Historical Society",white pine; trees; logging,United States--Idaho--Latah County--Potlatch,yes,46.919722,-116.892919,
Gale_Woods2_45,https://digital.lib.uidaho.edu:80/cdm/ref/collection/phs/id/193,Image;StillImage,193,White Pine King Lumber,image/jpeg,https://creativecommons.org/publicdomain/mark/1.0/,"Lumber from the White Pine King, the largest white pine at the time. Most of the lumber was 4' wide and 2 inches thick. Two men can be seen standing next to the lumber. The man on the right is Mr. Laird.","University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/",1911,"Lee Gale Scapbooks: Woods 2, Potlatch Historical Society",lumber; white pine,United States--Idaho--Latah County,yes,,,
Gale_Woods2_46a,https://digital.lib.uidaho.edu:80/cdm/ref/collection/phs/id/194,Image;StillImage,194,Camp No. 4,image/jpeg,https://creativecommons.org/publicdomain/mark/1.0/,View of the logging equipment at Potlatch Lumber Company Camp #4. A few men can be seen standing on logs sitting next to the equipment.,"University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/",1915,"Lee Gale Scapbooks: Woods 2, Potlatch Historical Society",equipment; logging,United States--Idaho--Latah County,yes,,,
Gale_Woods2_46b,https://digital.lib.uidaho.edu:80/cdm/ref/collection/phs/id/195,Image;StillImage,195,Potlatch Camp,image/jpeg,https://creativecommons.org/publicdomain/mark/1.0/,"View of a Potlatch camp during the early days. The camp is thought to be Camp 7A on Shea Meadows, which is west of Bovill. Two men can be seen sitting on the camp surrounded by log cabins and tree stumps.","University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/",1915,"Lee Gale Scapbooks: Woods 2, Potlatch Historical Society",lumber camps; log cabins,Shea Meadows,yes,46.861412,-116.487389,
Gale_Woods2_47a,https://digital.lib.uidaho.edu:80/cdm/ref/collection/phs/id/196,Image;StillImage,196,Center of Operations,image/jpeg,https://creativecommons.org/publicdomain/mark/1.0/,"View of Bovill, which was the center of all of Potlatch Lumber Company's logging operations. The railroad tracks can be seen running next to the city and go towards Elk River. The town's buildings can also be seen in the background.","University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/",1915,"Lee Gale Scapbooks: Woods 2, Potlatch Historical Society",towns; buildings; railroads,United States--Idaho--Latah County--Bovill,yes,46.86068,-116.39441,
Gale_Woods2_19,https://digital.lib.uidaho.edu:80/cdm/ref/collection/phs/id/197,Image;StillImage,197,Cable Splice Rig,image/jpeg,https://creativecommons.org/publicdomain/mark/1.0/,"View of the cable splice rig machine. Under the machine, logs lay on the ground in stacks.","University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/",1915,"Lee Gale Scapbooks: Woods 2, Potlatch Historical Society",equipment; logging,United States--Idaho--Latah County,yes,,,
Gale_Woods2_47b,https://digital.lib.uidaho.edu:80/cdm/ref/collection/phs/id/198,Image;StillImage,198,Lumber Jacks,image/jpeg,https://creativecommons.org/publicdomain/mark/1.0/,Two young lumberjacks sitting on a stack of logs.,"University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/",1915,"Lee Gale Scapbooks: Woods 2, Potlatch Historical Society",loggers; logs,United States--Idaho--Latah County,yes,,,
Gale_Woods2_48a,https://digital.lib.uidaho.edu:80/cdm/ref/collection/phs/id/199,Image;StillImage,199,Bovill Yards,image/jpeg,https://creativecommons.org/publicdomain/mark/1.0/,"A man standing next to a railroad car with a stack of logs on it in the yards at Bovill, Idaho.","University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/",1915,"Lee Gale Scapbooks: Woods 2, Potlatch Historical Society",lumberyards; logs,United States--Idaho--Latah County--Bovill,yes,46.86068,-116.39441,
Gale_Woods2_48b,https://digital.lib.uidaho.edu:80/cdm/ref/collection/phs/id/200,Image;StillImage,200,Greasing the Skids,image/jpeg,https://creativecommons.org/publicdomain/mark/1.0/,A man greasing the skids while sitting on top of a stack of logs.,"University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/",1915,"Lee Gale Scapbooks: Woods 2, Potlatch Historical Society",logging; logs,United States--Idaho--Latah County,yes,,,
Gale_DeepCreek1-32b,https://digital.lib.uidaho.edu:80/cdm/ref/collection/phs/id/201,Image;StillImage,201,Alva Strong Mill,image/jpeg,https://rightsstatements.org/vocab/InC-EDU/1.0/,The men who donated time to saw the lumber for Mt Home Grange.  Photograph taken around 1930.,"University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/",1930,"Lee Gale Scapbooks: Deep Creek 1, Potlatch Historical Society",,United States--Idaho--Latah County--Deep Creek,yes,,,
Gale_Woods2_49a,https://digital.lib.uidaho.edu:80/cdm/ref/collection/phs/id/202,Image;StillImage,202,Lewis Mill,image/jpeg,https://creativecommons.org/publicdomain/mark/1.0/,"View of the Lewis Mill, which is located up the East Fork out of Bovill, Idaho. Buildings can be seen sitting on the mill, some with cars parked in them.","University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/",1915,"Lee Gale Scapbooks: Woods 2, Potlatch Historical Society",mills; buildings,United States--Idaho--Latah County--Bovill,yes,46.850575,-116.357163,
Gale_Woods2_49b,https://digital.lib.uidaho.edu:80/cdm/ref/collection/phs/id/203,Image;StillImage,203,Lewis Mill Crew,image/jpeg,https://creativecommons.org/publicdomain/mark/1.0/,Group photo of some of the Lewis Mill crew. The group can be seen sitting and standing outside the entrance to a building.,"University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/",1915,"Lee Gale Scapbooks: Woods 2, Potlatch Historical Society",mills; buildings,United States--Idaho--Latah County--Bovill,yes,46.850575,-116.357163,
Gale_Woods2_50b,https://digital.lib.uidaho.edu:80/cdm/ref/collection/phs/id/204,Image;StillImage,204,Horses and Carriage,image/jpeg,https://creativecommons.org/publicdomain/mark/1.0/,Two horses pulling two men sitting in a carriage. The carriage is parked outside a house. The men in the carriage are Fred and Jack Campbell.,"University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/",1915,"Lee Gale Scapbooks: Woods 2, Potlatch Historical Society",horses; carriages,United States--Idaho--Latah County--Harvard,yes,46.917431,-116.729321,
Gale_Woods2_50a,https://digital.lib.uidaho.edu:80/cdm/ref/collection/phs/id/205,Image;StillImage,205,Carriage Ride,image/jpeg,https://creativecommons.org/publicdomain/mark/1.0/,Two horses pulling a man sitting in a carriage. Surrounding them is a forest.,"University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/",1915,"Lee Gale Scapbooks: Woods 2, Potlatch Historical Society",horses; forests,United States--Idaho--Latah County,yes,,,
Gale_Woods2_51a,https://digital.lib.uidaho.edu:80/cdm/ref/collection/phs/id/206,Image;StillImage,206,Retirement Party,image/jpeg,https://rightsstatements.org/vocab/InC-EDU/1.0/,"T. P. Jones, the long time Potlatch Lumber Company superintendent, at a retirement party. He is standing in front of a board that has a bunch of pictures on it.","University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/",1945,"Lee Gale Scapbooks: Woods 2, Potlatch Historical Society",men; parties; superintendents,United States--Idaho--Latah County,yes,,,
Gale_Woods2_51b,https://digital.lib.uidaho.edu:80/cdm/ref/collection/phs/id/207,Image;StillImage,207,Superintendent Portrait,image/jpeg,https://rightsstatements.org/vocab/InC-EDU/1.0/,"Portrait of T. P. Jones, the Potlatch Lumber Company logging superintendent, during his early years.","University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/",1925,"Lee Gale Scapbooks: Woods 2, Potlatch Historical Society",men; superintendents,United States--Idaho--Latah County,yes,,,
Gale_Woods2_52a,https://digital.lib.uidaho.edu:80/cdm/ref/collection/phs/id/208,Image;StillImage,208,Group Photo,image/jpeg,https://rightsstatements.org/vocab/InC-EDU/1.0/,"Rev. Dick Ferrell sitting with two boys, Lee Jr. and David (in stroller), in a yard. A hammock can be seen hanging from a tree in the background.","University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/",1942,"Lee Gale Scapbooks: Woods 2, Potlatch Historical Society",men; children,United States--Idaho--Latah County--Princeton,yes,46.913011,-116.833021,
Gale_Woods2_52b,https://digital.lib.uidaho.edu:80/cdm/ref/collection/phs/id/209,Image;StillImage,209,Photo Description,image/jpeg,https://rightsstatements.org/vocab/InC-EDU/1.0/,"Description of the photo of Rev. Dick Ferrel sitting with Lee Jr. and David. The document talks about Rev. Dick Ferrell and his contribution to logging camps throughout the North Idaho, Eastern Washington, and Western Montana areas.","University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/",1942,"Lee Gale Scapbooks: Woods 2, Potlatch Historical Society",documents; men,United States--Idaho--Latah County--Princeton,yes,46.913011,-116.833021,
Gale_Woods2_53,https://digital.lib.uidaho.edu:80/cdm/ref/collection/phs/id/210,Image;StillImage,210,Bovill Clerk,image/jpeg,https://creativecommons.org/publicdomain/mark/1.0/,"D. J. Murphy, a clerk in Bovill, sitting at a desk writing in a book.","University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/",1915,"Lee Gale Scapbooks: Woods 2, Potlatch Historical Society",men; clerical workers,United States--Idaho--Latah County--Bovill,yes,46.855694,-116.391335,
Gale_Woods2_54a,https://digital.lib.uidaho.edu:80/cdm/ref/collection/phs/id/211,Image;StillImage,211,Bovill Hotel,image/jpeg,https://creativecommons.org/publicdomain/mark/1.0/,"View of the 'Old' Bovill Hotel. Two women can be seen standing in front of the hotel.","University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/",1915,"Lee Gale Scapbooks: Woods 2, Potlatch Historical Society",hotels; women,United States--Idaho--Latah County--Bovill,yes,46.855694,-116.391335,
Gale_DeepCreek1-33a,https://digital.lib.uidaho.edu:80/cdm/ref/collection/phs/id/212,Image;StillImage,212,Strong Homestead,image/jpeg,https://creativecommons.org/publicdomain/mark/1.0/,"Mr. and Mrs. J. R. Strong on their homestead with Alice (Mrs. Corliss McElroy) and Alva.  Photograph taken in April, 1891.","University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/",1898-04-01,"Lee Gale Scapbooks: Deep Creek 1, Potlatch Historical Society",,United States--Idaho--Latah County--Deep Creek,yes,,,
Gale_Woods2_54b,https://digital.lib.uidaho.edu:80/cdm/ref/collection/phs/id/213,Image;StillImage,213,Horse Barn,image/jpeg,https://creativecommons.org/publicdomain/mark/1.0/,"View of the Potlatch Lumber Company horse barn in Bovill, Idaho. The barn is covered in and surrounded by snow and icicles can be seen hanging off of the roof.","University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/",1915,"Lee Gale Scapbooks: Woods 2, Potlatch Historical Society",barns; snow,United States--Idaho--Latah County--Bovill,yes,46.855694,-116.391335,
Gale_Woods2_55,https://digital.lib.uidaho.edu:80/cdm/ref/collection/phs/id/214,Image;StillImage,214,Horse-Drawn Sleigh,image/jpeg,https://creativecommons.org/publicdomain/mark/1.0/,"Two horses hooked up to a sleigh with four people in it. A man can be seen sitting on a high sit holding the reigns. The sleigh is barked outside of a barn, which says 'J. P. Harless' on the front.","University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/",1915,"Lee Gale Scapbooks: Woods 2, Potlatch Historical Society",barns; horses; sleighs,United States--Idaho--Latah County,yes,,,
Gale_Woods2_20,https://digital.lib.uidaho.edu:80/cdm/ref/collection/phs/id/215,Image;StillImage,215,Loading Station,image/jpeg,https://creativecommons.org/publicdomain/mark/1.0/,"View of a loading station, where logs can be seen spread on the ground of the forest and cables can be seen running above. A man and two horses are walking among the logs.","University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/",1915,"Lee Gale Scapbooks: Woods 2, Potlatch Historical Society",equipment; logging; logs,United States--Idaho--Latah County,yes,,,
Gale_Woods2_56,https://digital.lib.uidaho.edu:80/cdm/ref/collection/phs/id/216,Image;StillImage,216,Camp 36,image/jpeg,https://creativecommons.org/publicdomain/mark/1.0/,"View of PLC Camp 36, which is located on the Palouse River above Harvard, Idaho. Buildings can be seen on the camp, along with a few cars parked in the middle. The camp is presently a Boy Scout Camp.","University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/",1915,"Lee Gale Scapbooks: Woods 2, Potlatch Historical Society",lumber camps; rivers,United States--Idaho--Latah County--Harvard,yes,46.942001,-116.657178,
Gale_Woods2_57,https://digital.lib.uidaho.edu:80/cdm/ref/collection/phs/id/217,Image;StillImage,217,Cable Operation,image/jpeg,https://creativecommons.org/publicdomain/mark/1.0/,View of a log landing at some high-line cable operations. Men can been seen at the end of the cable system stacking logs.,"University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/",1915,"Lee Gale Scapbooks: Woods 2, Potlatch Historical Society",equipment; logging,United States--Idaho--Latah County,yes,,,
Gale_Woods2_58,https://digital.lib.uidaho.edu:80/cdm/ref/collection/phs/id/218,Image;StillImage,218,Chief and Timber Cruiser,image/jpeg,https://creativecommons.org/publicdomain/mark/1.0/,"Photo of William 'Bill' Helmer, the chief and long time timber cruiser for Potlatch. He is seated on next to some plants outside of a building.","University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/",1915,"Lee Gale Scapbooks: Woods 2, Potlatch Historical Society",chief; men,United States--Idaho--Latah County,yes,,,
Gale_Woods2_59a,https://digital.lib.uidaho.edu:80/cdm/ref/collection/phs/id/219,Image;StillImage,219,Last Rites Article,image/jpeg,https://rightsstatements.org/vocab/InC-EDU/1.0/,Article talking about William Helmer's life. William Helmer was the oldest employee of the Potlatch Forests Inc. and helped William Deary operate Potlatch Lumber Company.,"University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/",1952-01-01,"Lee Gale Scapbooks: Woods 2, Potlatch Historical Society",articles; men,United States--Idaho--Latah County,yes,,,
Gale_Woods2_59b,https://digital.lib.uidaho.edu:80/cdm/ref/collection/phs/id/220,Image;StillImage,220,Short Wave Radio Article,image/jpeg,https://rightsstatements.org/vocab/InC-EDU/1.0/,"Article discussing the impact of having radios for the lumber camps. The top left picture shows man  talking to Lewiston from one of the portable radio stations near Camp 44, which is in the Avery logging area. The top right picture shows that a clearing that was made for transmission lines to be laid.","University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/",1951-11-01,"Lee Gale Scapbooks: Woods 2, Potlatch Historical Society",articles; lumber camps; radio,United States--Idaho--Shoshone County--Avery,yes,47.249039,-115.806257,
